Time,Vm,dVm/dt,Cai,INa,INaL,ICaL,IKs,IKr,IK1,Ito
0.105001,-88.036591,0.001434,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026079,-0.000003
0.110001,-88.036583,0.001433,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026078,-0.000003
0.115001,-88.036576,0.001432,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026076,-0.000003
0.120001,-88.036569,0.001430,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026075,-0.000003
0.125001,-88.036562,0.001429,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026074,-0.000003
0.130001,-88.036555,0.001428,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026072,-0.000003
0.135001,-88.036548,0.001426,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026071,-0.000003
0.140001,-88.036541,0.001425,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026070,-0.000003
0.145001,-88.036534,0.001424,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026069,-0.000003
0.150001,-88.036526,0.001423,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026067,-0.000003
0.155001,-88.036519,0.001421,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026066,-0.000003
0.160001,-88.036512,0.001420,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026065,-0.000003
0.165001,-88.036505,0.001419,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026063,-0.000003
0.170001,-88.036498,0.001417,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026062,-0.000003
0.175001,-88.036491,0.001416,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026061,-0.000003
0.180001,-88.036484,0.001415,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026060,-0.000003
0.185001,-88.036477,0.001414,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026058,-0.000003
0.190001,-88.036470,0.001412,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026057,-0.000003
0.195001,-88.036463,0.001411,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026056,-0.000003
0.200001,-88.036456,0.001410,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026055,-0.000003
0.205001,-88.036449,0.001408,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000529,-0.026053,-0.000003
0.210001,-88.036442,0.001407,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026052,-0.000003
0.215001,-88.036435,0.001406,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026051,-0.000003
0.220001,-88.036427,0.001405,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026049,-0.000003
0.225001,-88.036420,0.001403,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026048,-0.000003
0.230001,-88.036413,0.001402,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026047,-0.000003
0.235001,-88.036406,0.001401,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026046,-0.000003
0.240001,-88.036399,0.001399,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026044,-0.000003
0.245001,-88.036392,0.001398,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026043,-0.000003
0.250001,-88.036385,0.001397,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026042,-0.000003
0.255001,-88.036379,0.001396,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026041,-0.000003
0.260001,-88.036372,0.001394,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026039,-0.000003
0.265001,-88.036365,0.001393,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026038,-0.000003
0.270001,-88.036358,0.001392,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026037,-0.000003
0.275001,-88.036351,0.001391,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026036,-0.000003
0.280001,-88.036344,0.001389,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026034,-0.000003
0.285001,-88.036337,0.001388,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026033,-0.000003
0.290001,-88.036330,0.001387,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026032,-0.000003
0.295001,-88.036323,0.001386,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026031,-0.000003
0.300001,-88.036316,0.001384,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026029,-0.000003
0.305001,-88.036309,0.001383,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026028,-0.000003
0.310001,-88.036302,0.001382,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026027,-0.000003
0.315001,-88.036295,0.001380,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026026,-0.000003
0.320001,-88.036288,0.001379,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026024,-0.000003
0.325001,-88.036281,0.001378,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026023,-0.000003
0.330001,-88.036275,0.001377,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026022,-0.000003
0.335001,-88.036268,0.001375,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026021,-0.000003
0.340001,-88.036261,0.001374,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026019,-0.000003
0.345001,-88.036254,0.001373,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026018,-0.000003
0.350001,-88.036247,0.001372,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026017,-0.000003
0.355001,-88.036240,0.001370,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026016,-0.000003
0.360001,-88.036233,0.001369,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026014,-0.000003
0.365001,-88.036227,0.001368,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026013,-0.000003
0.370001,-88.036220,0.001367,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026012,-0.000003
0.375001,-88.036213,0.001365,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026011,-0.000003
0.380001,-88.036206,0.001364,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026010,-0.000003
0.385001,-88.036199,0.001363,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000528,-0.026008,-0.000003
0.390001,-88.036192,0.001362,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026007,-0.000003
0.395001,-88.036186,0.001361,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026006,-0.000003
0.400001,-88.036179,0.001359,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026005,-0.000003
0.405001,-88.036172,0.001358,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026003,-0.000003
0.410001,-88.036165,0.001357,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026002,-0.000003
0.415001,-88.036159,0.001356,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026001,-0.000003
0.420001,-88.036152,0.001354,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.026000,-0.000003
0.425001,-88.036145,0.001353,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025999,-0.000003
0.430001,-88.036138,0.001352,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025997,-0.000003
0.435001,-88.036131,0.001351,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025996,-0.000003
0.440001,-88.036125,0.001349,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025995,-0.000003
0.445001,-88.036118,0.001348,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025994,-0.000003
0.450001,-88.036111,0.001347,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025992,-0.000003
0.455001,-88.036105,0.001346,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025991,-0.000003
0.460001,-88.036098,0.001345,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025990,-0.000003
0.465001,-88.036091,0.001343,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025989,-0.000003
0.470001,-88.036084,0.001342,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025988,-0.000003
0.475001,-88.036078,0.001341,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025986,-0.000003
0.480001,-88.036071,0.001340,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025985,-0.000003
0.485001,-88.036064,0.001338,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025984,-0.000003
0.490001,-88.036058,0.001337,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025983,-0.000003
0.495001,-88.036051,0.001336,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025982,-0.000003
0.500001,-88.036044,0.001335,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025980,-0.000003
0.505001,-88.036038,0.001334,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025979,-0.000003
0.510001,-88.036031,0.001332,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025978,-0.000003
0.515001,-88.036024,0.001331,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025977,-0.000003
0.520001,-88.036018,0.001330,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025976,-0.000003
0.525001,-88.036011,0.001329,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025974,-0.000003
0.530001,-88.036004,0.001327,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025973,-0.000003
0.535001,-88.035998,0.001326,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025972,-0.000003
0.540001,-88.035991,0.001325,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025971,-0.000003
0.545001,-88.035984,0.001324,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025970,-0.000003
0.550001,-88.035978,0.001323,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025968,-0.000003
0.555001,-88.035971,0.001321,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025967,-0.000003
0.560001,-88.035965,0.001320,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025966,-0.000003
0.565001,-88.035958,0.001319,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025965,-0.000003
0.570001,-88.035951,0.001318,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000527,-0.025964,-0.000003
0.575001,-88.035945,0.001317,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025962,-0.000003
0.580001,-88.035938,0.001315,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025961,-0.000003
0.585001,-88.035932,0.001314,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025960,-0.000003
0.590001,-88.035925,0.001313,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025959,-0.000003
0.595001,-88.035919,0.001312,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025958,-0.000003
0.600001,-88.035912,0.001311,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025957,-0.000003
0.605001,-88.035905,0.001309,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025955,-0.000003
0.610001,-88.035899,0.001308,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025954,-0.000003
0.615001,-88.035892,0.001307,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025953,-0.000003
0.620001,-88.035886,0.001306,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025952,-0.000003
0.625001,-88.035879,0.001305,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025951,-0.000003
0.630001,-88.035873,0.001304,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025949,-0.000003
0.635001,-88.035866,0.001302,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025948,-0.000003
0.640001,-88.035860,0.001301,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025947,-0.000003
0.645001,-88.035853,0.001300,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025946,-0.000003
0.650001,-88.035847,0.001299,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025945,-0.000003
0.655001,-88.035840,0.001298,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025944,-0.000003
0.660001,-88.035834,0.001296,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025942,-0.000003
0.665001,-88.035827,0.001295,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025941,-0.000003
0.670001,-88.035821,0.001294,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025940,-0.000003
0.675001,-88.035814,0.001293,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025939,-0.000003
0.680001,-88.035808,0.001292,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025938,-0.000003
0.685001,-88.035802,0.001291,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025937,-0.000003
0.690001,-88.035795,0.001289,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025935,-0.000003
0.695001,-88.035789,0.001288,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025934,-0.000003
0.700001,-88.035782,0.001287,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025933,-0.000003
0.705001,-88.035776,0.001286,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025932,-0.000003
0.710001,-88.035769,0.001285,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025931,-0.000003
0.715001,-88.035763,0.001284,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025930,-0.000003
0.720001,-88.035757,0.001282,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025928,-0.000003
0.725001,-88.035750,0.001281,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025927,-0.000003
0.730001,-88.035744,0.001280,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025926,-0.000003
0.735001,-88.035737,0.001279,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025925,-0.000003
0.740001,-88.035731,0.001278,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025924,-0.000003
0.745001,-88.035725,0.001277,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025923,-0.000003
0.750001,-88.035718,0.001275,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025922,-0.000003
0.755001,-88.035712,0.001274,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025920,-0.000003
0.760001,-88.035705,0.001273,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025919,-0.000003
0.765001,-88.035699,0.001272,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000526,-0.025918,-0.000003
0.770001,-88.035693,0.001271,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025917,-0.000003
0.775001,-88.035686,0.001270,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025916,-0.000003
0.780001,-88.035680,0.001268,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025915,-0.000003
0.785001,-88.035674,0.001267,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025914,-0.000003
0.790001,-88.035667,0.001266,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025912,-0.000003
0.795001,-88.035661,0.001265,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025911,-0.000003
0.800001,-88.035655,0.001264,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025910,-0.000003
0.805001,-88.035648,0.001263,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025909,-0.000003
0.810001,-88.035642,0.001262,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025908,-0.000003
0.815001,-88.035636,0.001260,0.000080,-0.002416,-0.000115,-0.000000,-0.000003,-0.000525,-0.025907,-0.000003
0.820001,-88.035630,0.001259,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025906,-0.000003
0.825001,-88.035623,0.001258,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025904,-0.000003
0.830001,-88.035617,0.001257,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025903,-0.000003
0.835001,-88.035611,0.001256,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025902,-0.000003
0.840001,-88.035604,0.001255,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025901,-0.000003
0.845001,-88.035598,0.001253,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025900,-0.000003
0.850001,-88.035592,0.001252,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025899,-0.000003
0.855001,-88.035586,0.001251,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025898,-0.000003
0.860001,-88.035579,0.001250,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025897,-0.000003
0.865001,-88.035573,0.001249,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025895,-0.000003
0.870001,-88.035567,0.001248,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025894,-0.000003
0.875001,-88.035561,0.001247,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025893,-0.000003
0.880001,-88.035554,0.001246,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025892,-0.000003
0.885001,-88.035548,0.001244,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025891,-0.000003
0.890001,-88.035542,0.001243,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025890,-0.000003
0.895001,-88.035536,0.001242,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025889,-0.000003
0.900001,-88.035530,0.001241,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025888,-0.000003
0.905001,-88.035523,0.001240,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025886,-0.000003
0.910001,-88.035517,0.001239,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025885,-0.000003
0.915001,-88.035511,0.001238,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025884,-0.000003
0.920001,-88.035505,0.001236,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025883,-0.000003
0.925001,-88.035499,0.001235,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025882,-0.000003
0.930001,-88.035492,0.001234,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025881,-0.000003
0.935001,-88.035486,0.001233,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025880,-0.000003
0.940001,-88.035480,0.001232,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025879,-0.000003
0.945001,-88.035474,0.001231,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025878,-0.000003
0.950001,-88.035468,0.001230,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025876,-0.000003
0.955001,-88.035462,0.001229,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025875,-0.000003
0.960001,-88.035456,0.001228,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000525,-0.025874,-0.000003
0.965001,-88.035449,0.001226,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025873,-0.000003
0.970001,-88.035443,0.001225,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025872,-0.000003
0.975001,-88.035437,0.001224,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025871,-0.000003
0.980001,-88.035431,0.001223,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025870,-0.000003
0.985001,-88.035425,0.001222,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025869,-0.000003
0.990001,-88.035419,0.001221,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025868,-0.000003
0.995001,-88.035413,0.001220,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025867,-0.000003
1.000001,-88.035407,0.001219,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025865,-0.000003
1.005001,-88.035401,0.001217,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025864,-0.000003
1.010001,-88.035394,0.001216,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025863,-0.000003
1.015001,-88.035388,0.001215,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025862,-0.000003
1.020001,-88.035382,0.001214,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025861,-0.000003
1.025001,-88.035376,0.001213,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025860,-0.000003
1.030001,-88.035370,0.001212,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025859,-0.000003
1.035001,-88.035364,0.001211,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025858,-0.000003
1.040001,-88.035358,0.001210,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025857,-0.000003
1.045001,-88.035352,0.001209,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025856,-0.000003
1.050001,-88.035346,0.001208,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025854,-0.000003
1.055001,-88.035340,0.001206,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025853,-0.000003
1.060001,-88.035334,0.001205,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025852,-0.000003
1.065001,-88.035328,0.001204,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025851,-0.000003
1.070001,-88.035322,0.001203,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025850,-0.000003
1.075001,-88.035316,0.001202,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025849,-0.000003
1.080001,-88.035310,0.001201,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025848,-0.000003
1.085001,-88.035304,0.001200,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025847,-0.000003
1.090001,-88.035298,0.001199,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025846,-0.000003
1.095001,-88.035292,0.001198,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025845,-0.000003
1.100001,-88.035286,0.001197,0.000080,-0.002417,-0.000115,-0.000000,-0.000003,-0.000524,-0.025844,-0.000003
