Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->picoM),INa(x1.000)(microA->picoA),INaL(x1.000)(microA->picoA),ICaL(x1.000)(microA->picoA),Ito(x1.000)(microA->picoA),IKr(x1.000)(microA->picoA),IKs(x1.000)(microA->picoA),IK1(x1.000)(microA->picoA)
0.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.93,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.93,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.94,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.94,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.95,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.95,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.96,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.96,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.97,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.97,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.98,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.98,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.99,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
0.99,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.00,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.00,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
1.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
