Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->picoM),INa(x1.000)(microA->picoA),INaL(x1.000)(microA->picoA),ICaL(x1.000)(microA->picoA),Ito(x1.000)(microA->picoA),IKr(x1.000)(microA->picoA),IKs(x1.000)(microA->picoA),IK1(x1.000)(microA->picoA)
8.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.93,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.93,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.94,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.94,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.95,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.95,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.96,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.96,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.97,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.97,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.98,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.98,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.99,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
8.99,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.00,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.00,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.01,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.02,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.03,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.04,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.05,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.06,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.07,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.08,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.09,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.10,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.11,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.12,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.13,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.14,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.15,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.16,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.17,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.18,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.19,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.20,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.21,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.22,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.23,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.24,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.25,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.26,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.27,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.28,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.29,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.30,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.31,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.32,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.33,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.34,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.35,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.36,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.37,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.38,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.39,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.40,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.41,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.42,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.43,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.44,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.45,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.46,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.47,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.48,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.49,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.50,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.51,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.52,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.53,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.54,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.55,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.56,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.57,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.58,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.59,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.60,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.61,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.62,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.63,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.64,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.65,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.66,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.67,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.68,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.69,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.70,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.71,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.72,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.73,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.74,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.75,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.76,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.77,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.78,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.79,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.80,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.81,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.82,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.83,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.84,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.85,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.86,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.87,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.88,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.89,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.90,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.91,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.92,-87.81,-0.00,0.01,85,-3,-0,-0,-0,-0,-0,-38
9.93,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.93,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.94,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.94,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.95,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.95,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.96,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.96,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.97,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.97,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.98,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.98,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.99,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
9.99,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
10.00,-87.81,-0.00,0.01,84,-3,-0,-0,-0,-0,-0,-38
